EntryID,ID,Title,URL
IEEE_1_8,DOI:10.1109/SP46214.2022.9833610,HEAPSTER: Analyzing the Security of Dynamic Allocators for Monolithic Firmware Images,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9833610
IEEE_1_9,DOI:10.1109/ACCESS.2023.3293862,RIO: Return Instruction Obfuscation for Bare-Metal IoT Devices,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10177731
IEEE_1_10,DOI:10.1109/ICPICS52425.2021.9524146,Research on Intelligent Reverse Analysis Technology of Firmware of Internet of Things,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9524146
IEEE_1_11,DOI:10.1109/CPSAT64082.2024.10745401,Uncovering EDK2 Firmware Flaws: Insights from Code Audit Tools,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10745401
IEEE_1_12,DOI:10.1109/EIECT60552.2023.10442540,Enhancing IoT Security: A Full-System Simulation Dynamic Taint Analysis Framework for Firmware,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10442540
IEEE_2_1,DOI:10.1109/CTS.2014.6867561,REDIR: Automated static detection of obfuscated anti-debugging techniques,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6867561
IEEE_3_1,DOI:10.1109/CSMR.2005.26,Dynamic model design recovery and architecture abstraction of object oriented software,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1402144
IEEE_3_2,DOI:10.1109/ICCNIT.2011.6020889,Reverse engineering & design recovery: An evaluation of design recovery techniques,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6020889
IEEE_3_3,DOI:10.1109/ROMAN.2010.5598736,Friendly Amusing Mobile function for human-robot interaction,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5598736
IEEE_3_4,DOI:10.1109/ICPC.2006.45,Summarizing the Content of Large Traces to Facilitate the Understanding of the Behaviour of a Software System,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1631120
IEEE_3_6,DOI:10.1109/CSMR.2006.1,A comparative framework for design recovery tools,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1602364
IEEE_3_7,DOI:10.1109/IETC57902.2023.10152127,Membership and Participation in Object Oriented and Procedural Paradigms,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10152127
IEEE_3_8,DOI:10.1109/ICSM.2007.4362624,Design recovery and maintenance of build systems,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4362624
IEEE_3_9,DOI:10.1109/ITNG.2010.96,Using Semantic Inference for Software Understanding and Design Recovery,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5501504
IEEE_3_10,DOI:10.1109/CADIAG.2018.8751436,Extracting OCL Integrity Constraints from Object Relational Database,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8751436
IEEE_3_11,DOI:10.1109/MS.2008.118,Inventive Tool Use to Comprehend Big Code,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4602681
IEEE_3_12,DOI:10.1109/ICSM.2011.6080829,Emergent laws of method and class stereotypes in object oriented software,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6080829
IEEE_3_13,DOI:10.1109/APSEC.2004.35,Automatic detecting code cooperation,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1371921
IEEE_3_14,DOI:10.1109/ICSM.2012.6405283,Things structural clones tell that simple clones don't,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6405283
IEEE_3_15,DOI:10.1109/ICPC.2007.31,Recovering Concepts from Source Code with Automated Concept Identification,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4268238
IEEE_3_16,DOI:10.1109/ECCE44975.2020.9235603,Recoverability of Shipboard MVdc Architectures,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9235603
IEEE_3_17,DOI:10.1109/IPCC.2006.320370,Usable Content in a Post-Document World,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4114142
IEEE_3_18,DOI:10.1145/2627369.2627646,Software canaries: Software-based path delay fault testing for variation-aware energy-efficient design,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7298242
IEEE_3_19,DOI:10.1109/TSE.2008.91,Automatic Extraction of Heap Reference Properties in Object-Oriented Programs,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4693716
IEEE_3_20,DOI:10.1109/ISESE.2005.1541812,Software reconnexion: understanding software using a variation on software reconnaissance and reflexion modelling,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1541812
IEEE_3_21,DOI:10.1109/INMIC.2007.4557710,Software Artifacts Recovery using Abstract Regular Expressions,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4557710
IEEE_3_22,DOI:10.1109/CSMR.2006.55,Towards a holistic approach to redesigning legacy applications for the Web with UWAT+,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1602381
IEEE_3_23,DOI:10.1109/SOCA.2009.5410445,Service-oriented reverse reengineering: 5W1H model-driven re-documentation and candidate services identification,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5410445
IEEE_3_24,DOI:10.1109/TNSRE.2012.2189499,Guest Editorial Special Issue of DARPA NEST Proceedings,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6171070
IEEE_4_1,DOI:10.1109/ICISS50791.2020.9307581,The Making of Indicator of Compromise using Malware Reverse Engineering Techniques,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9307581
IEEE_4_2,DOI:10.1109/ICSM.2007.4362667,Working Session on Reverse Engineering techniques for Application Portfolio Management - RE4APM 2007 -,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4362667
IEEE_4_3,DOI:10.1109/WSE.2013.6642421,Reverse engineering techniques: From web applications to rich Internet applications,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6642421
IEEE_4_4,DOI:10.1109/SoutheastCon42311.2019.9020347,Hardware Reverse Engineering Tools and Techniques,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9020347
IEEE_4_5,DOI:10.1109/FIE.2007.4418054,Applying pantomime and reverse engineering techniques in software engineering education,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4418054
IEEE_4_6,DOI:10.1109/ICECCS.2013.44,CARE: A Platform for Reliable Comparison and Analysis of Reverse-Engineering Techniques,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6601831
IEEE_4_7,DOI:10.1109/ICSM.2009.5306391,Experimenting a reverse engineering technique for modelling the behaviour of rich internet applications,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5306391
IEEE_4_8,DOI:10.1109/EduCon.2013.6530080,Functional dissection of power electronic systems as learning technique,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6530080
IEEE_4_9,ISBN:978-9948-427-14-8,Anti-reversing as a tool to protect intellectual property,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5542661
IEEE_4_10,DOI:10.1109/CSCS.2019.00054,Android Control Flow Obfuscation Based on Dynamic Entry Points Modification,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8745355
IEEE_4_11,DOI:10.1109/ACCESS.2020.3008900,x64Unpack: Hybrid Emulation Unpacker for 64-bit Windows Environments and Detailed Analysis Results on VMProtect 3.4,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9139515
IEEE_4_12,DOI:10.1109/TASE.2014.19,"Branch Obfuscation Using ""Black Boxes""",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6976576
IEEE_4_13,DOI:10.1109/ITC-Asia53059.2021.9808653,Identification of Counter Registers through Full Scan Chain,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9808653
IEEE_4_14,DOI:10.1109/TC.2019.2895329,An Ontology-Based Method for HW/SW Architecture Reconstruction,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8633989
IEEE_4_15,DOI:10.1109/ACCESS.2021.3099429,Efficient Features for Function Matching in Multi-Architecture Binary Executables,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9494349
IEEE_4_16,DOI:10.1109/WCRE.2004.27,Maintenance and analysis of visual programs - an industrial case,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1374329
IEEE_4_17,DOI:10.1109/WCRE.2007.43,Reverse Engineering for Software Performance Engineering,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4400185
IEEE_4_18,DOI:10.1109/WSE.2013.6642416,Model driven evolution of web applications,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6642416
IEEE_4_19,DOI:10.1109/ICCDA.2010.5541220,ROPTool: A reverse engineering assistant tool for dynamic analysis,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5541220
IEEE_4_20,DOI:10.1109/MetroAeroSpace.2014.6865903,Development of automatic tolerance inspection through Reverse Engineering,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6865903
IEEE_4_21,DOI:10.1109/SENSORCOMM.2008.126,A Reverse Engineering Approach for the Web Service Modeling Ontology Specifications,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4622761
IEEE_4_22,ISBN:9781803230818,"Mastering Malware Analysis: A malware analyst's practical guide to combating malicious software, APT, cybercrime, and IoT attacks",https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10163092.pdf&bkn=10163091&pdfType=book
IEEE_4_24,DOI:10.1109/STEP.2005.32,Towards an Ontology of Factors Influencing Reverse Engineering,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1691634
IEEE_4_25,DOI:10.1109/BLISS.2009.1,"""Glitch Logic"" and Applications to Computing and Information Security",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5376815
IEEE_4_26,DOI:10.1109/WCRE.2006.16,"Bits of History, Challenges for the Future and Autonomic Computing Technology",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4023972
IEEE_4_27,DOI:10.1109/PICET60765.2024.10716139,Design and Analysis of Pump Simulation Approach through Reverse Engineering,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10716139
IEEE_4_28,DOI:10.1109/QSIC.2009.69,Quality of the Source Code for Design and Architecture Recovery Techniques: Utilities are the Problem,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5381363
IEEE_4_29,DOI:10.1109/ICDSIC56987.2022.10076144,Investigation Malware Analysis Depend on Reverse Engineering,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10076144
IEEE_4_30,DOI:10.1109/WCRE.2008.23,Reverse Engineering in the World of Enterprise SOA,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4656424
IEEE_4_31,DOI:10.1109/CIST.2016.7805035,Towards new hybrid approach of the reverse engineering of UML sequence diagram,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7805035
IEEE_4_32,DOI:10.1109/MS.2010.65,"Reverse Engineering on the Mainframe: Lessons Learned from ""In Vivo"" Research",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5440167
IEEE_4_33,DOI:10.1109/CSMR.2004.1281409,Integrating a reverse engineering tool with Microsoft Visual Studio .NET,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1281409
IEEE_4_34,DOI:10.1109/TrustCom50675.2020.00241,Semantic Redirection Obfuscation: A Control flow Obfuscation Based on Android Runtime,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9343161
IEEE_4_35,DOI:10.1109/QSW55613.2022.00018,Reverse Engineering of Hamiltonian Expressions from D-Wave programs,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9860240
IEEE_4_36,DOI:10.1109/CSMR.2007.33,Migrating Multi-page Web Applications to Single-page AJAX Interfaces,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4145036
IEEE_4_37,DOI:10.1109/WCRE.2013.6671305,Inferring Extended Finite State Machine models from software executions,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6671305
IEEE_4_38,DOI:10.1109/TIFS.2019.2908071,Xmark: Dynamic Software Watermarking Using Collatz Conjecture,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8676372
IEEE_4_39,DOI:10.1109/TSMCC.2009.2020507,Development and Specification of a Reference Model for Agent-Based Systems,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4926156
IEEE_4_40,DOI:10.1109/QSIC.2006.29,Extracting Reusable Object-Oriented Legacy Code Segments with Combined Formal Concept Analysis and Slicing Techniques for Service Integration,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4032309
IEEE_4_41,DOI:10.1109/ICSM.2015.7332515,Keecle: Mining key architecturally relevant classes using dynamic analysis,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7332515
IEEE_4_42,DOI:10.1109/WCRE.2011.38,Object-Based Dynamic Protocol Recovery for Multi-Threading Programs,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6079849
IEEE_4_43,DOI:10.23919/APSIPA.2018.8659525,Tackling Android Stego Apps in the Wild,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8659525
IEEE_4_44,DOI:10.1109/WCRE.2012.5,Message from the Chairs,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6385155
IEEE_5_1,DOI:10.1109/ICPC.2006.30,Integrating Reverse Engineering Tools Using a Service-Sharing Methodology,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1631111
IEEE_5_2,DOI:10.1109/WCRE.2007.14,Building Reverse Engineering Tools with Software Components: Ten Lessons Learned,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4400180
IEEE_5_4,DOI:10.1109/ICSM.2008.4658093,Building reverse engineering tools with software components: Towards a dedicated development process for academia,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4658093
IEEE_5_5,DOI:10.1109/ACCESS.2018.2808340,A Comparison of Android Reverse Engineering Tools via Program Behaviors Validation Based on Intermediate Languages Transformation,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8300316
IEEE_5_6,DOI:10.1109/ICPC.2016.7503744,WAVI: A reverse engineering tool for web applications,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7503744
IEEE_5_7,DOI:10.1109/WPC.2004.1311073,Universal Report: a generic reverse engineering tool,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1311073
IEEE_5_8,DOI:10.1109/ICST.2018.00024,Finding Substitutable Binary Code for Reverse Engineering by Synthesizing Adapters,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8367044
IEEE_5_9,DOI:10.1109/ICSM.2005.45,Evaluation of a framework for reverse engineering tool construction,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1510111
IEEE_5_10,DOI:10.1109/SANER.2016.33,Experience Report on Building ASTM Based Tools for Multi-language Reverse Engineering,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7476698
IEEE_5_11,DOI:10.1109/INDICON49873.2020.9342447,Power Profiling and Analysis of Code Obfuscation for Embedded Devices,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9342447
IEEE_5_12,DOI:10.1109/ICECCS51672.2020.00009,CTL Model Checking of Self Modifying Code,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9376212
IEEE_5_14,DOI:10.1109/WSE.2005.11,REGoLive: building a Web site comprehension tool by extending GoLive,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1517980
IEEE_5_15,DOI:10.1109/WPC.2004.1311046,A simple static model for understanding the dynamic behavior of programs,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1311046
IEEE_5_16,DOI:10.1109/ICPC.2006.8,Alborz: An Interactive Toolkit to Extract Static and Dynamic Views of a Software System,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1631131
IEEE_5_17,DOI:10.1109/ACCESS.2019.2921417,Exploiting Binary-Level Code Virtualization to Protect Android Applications Against App Repackaging,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8732327
IEEE_5_18,DOI:10.1109/ACCESS.2020.3028428,Hybrid Obfuscation Technique to Protect Source Code From Prohibited Software Reverse Engineering,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9211395
IEEE_5_19,DOI:10.1109/ITC50571.2021.00050,Security EDA Extension through P1687.1 and 1687 Callbacks,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9611356
IEEE_5_20,DOI:10.1109/WSE.2005.8,Integrating static and dynamic analysis to improve the comprehension of existing Web applications,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1517985
IEEE_5_21,DOI:10.1109/ICSME.2016.82,A Taxonomy for Program Metamodels in Program Reverse Engineering,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7816453
IEEE_5_22,DOI:10.1109/ISCIT.2006.339941,Experience of Quick Parser Development from Free and Open Source Compilers,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4141380
IEEE_5_23,DOI:10.1109/ICECCS.2016.030,From Code to Design: A Reverse Engineering Approach,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7816583
IEEE_5_24,DOI:10.1109/WCRE.2009.12,NTrace: Function Boundary Tracing for Windows on IA-32,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5328666
IEEE_5_25,DOI:10.1109/WPC.2004.1311054,Understanding Web applications through dynamic analysis,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1311054
IEEE_5_27,DOI:10.1109/APSEC.2014.44,Recovery of Object Oriented Features from C++ Binaries,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7091315
IEEE_5_28,DOI:10.1109/CSMR.2006.39,Package patterns for visual architecture recovery,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1602370
IEEE_5_29,DOI:10.1109/STEP.2005.36,Workshop on Empirical Studies in Reverse Engineering,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1691632
IEEE_5_30,DOI:10.1109/ICIS.2007.167,Slicing Aided Design of Obfuscating Transforms,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4276517
IEEE_5_31,DOI:10.1109/IAS.2007.50,Metrics-based Evaluation of Slicing Obfuscations,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4299819
IEEE_5_32,DOI:10.1109/VISSOFT.2014.23,Polyptychon: A Hierarchically-Constrained Classified Dependencies Visualization,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6980218
IEEE_5_33,DOI:10.1109/WCRE.2004.8,A reverse engineering approach to support software maintenance: version control knowledge extraction,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1374309
IEEE_5_34,DOI:10.1109/ICSME52107.2021.00057,eknows: Platform for Multi-Language Reverse Engineering and Documentation Generation,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9609204
IEEE_5_35,DOI:10.1109/SMC.2014.6973951,Obfuscation by code fragmentation to evade reverse engineering,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6973951
IEEE_5_36,DOI:10.1109/CSMR.2011.66,"Solutions for Reverse Engineering 4GL Applications, Recovering the Design of a Logistical Wholesale System",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5741335
IEEE_5_37,DOI:10.1109/CSMR.2006.10,ASLA: reverse engineering approach for software license information retrieval,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1602380
IEEE_5_38,DOI:10.1109/ICSM.2010.5609711,Modernizing legacy software using a System Grokking technology,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5609711
IEEE_5_39,DOI:10.1109/MODELS58315.2023.00017,Manual Abstraction in the Wild: A Multiple-Case Study on OSS Systems’ Class Diagrams and Implementations,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10343882
IEEE_5_40,DOI:10.1109/MS.2024.3359458,Innovating Industry With Research: eknows and Sysparency,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10417072
IEEE_5_41,DOI:10.1109/TSE.2022.3159548,Automatically Distilling Storyboard With Rich Features for Android Apps,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9736604
IEEE_5_43,DOI:10.1109/ISESE.2005.1541836,A comparative study on the re-documentation of existing software: code annotations vs. drawing editors,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1541836
IEEE_5_44,DOI:10.1109/APSEC.2004.13,A systematic study of UML class diagram constituents for their abstract and precise recovery,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1371928
IEEE_5_45,DOI:10.1109/WCRE.2005.32,Toward an infrastructure to support interoperability in reverse engineering,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1566159
IEEE_5_46,DOI:10.1109/CSAE.2012.6272595,Research on automatic instrumentation for bytecode testing and debugging,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6272595
IEEE_6_3,DOI:10.1109/EURCON.2005.1630001,A Tool for Analyzing Assembly Language Projects in Embedded Systems,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1630001
IEEE_6_4,DOI:10.1109/WPC.2005.29,REGoLive: Web site comprehension with viewpoints,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1421029
IEEE_6_7,DOI:10.23919/FMCAD.2019.8894252,Scalable Translation Validation of Unverified Legacy OS Code,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8894252
IEEE_6_8,DOI:10.1109/ICITEED.2015.7408903,Bytecode-based class dependency extraction tool: Bytecode-CDET,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7408903
IEEE_6_9,DOI:10.1109/WCRE.2011.29,An Android Security Case Study with Bauhaus,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6079840
IEEE_6_10,DOI:10.1109/FSKD.2007.255,Discovering and Mining Use Case Model in Reverse Engineering,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4406426
IEEE_6_11,DOI:10.1109/WCRE.2005.14,Design pattern detection in Eiffel systems,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1566156
IEEE_7_1,DOI:10.1109/CSSE.2008.834,Approach on Aspect-Oriented Software Reverse Engineering at Requirements Level,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4722062
IEEE_7_2,DOI:10.1109/ICSM.2008.4658090,"2nd International Workshop on Advanced Software Development Tools and Techniques (WASDeTT): Tools for software maintenance, visualization, and reverse engineering",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4658090
IEEE_7_3,ISBN:9781800201842,"Ghidra Software Reverse Engineering for Beginners: Analyze, identify, and avoid malicious code and potential threats in your networks and systems",https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10163549.pdf&bkn=10163548&pdfType=book
IEEE_7_4,DOI:10.1109/SEAI62072.2024.10674168,Binary Code Modularization Method Based on Graph Embedding,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10674168
IEEE_7_5,DOI:10.1109/CSCITA.2017.8066544,Obfuscation: Maze of code,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8066544
IEEE_7_6,DOI:10.1109/ICCASM.2010.5623200,Understanding the aspects from various perspectives in aspects-oriented software reverse engineering,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5623200
IEEE_7_7,DOI:10.1109/CISE.2010.5676876,Re-Modularizing Traverse Feature from Various Perspectives in Software Reverse Engineering,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5676876
IEEE_7_8,ISBN:978-89-88678-26-8,Understanding crosscutting concerns from various perspectives in software reverse engineering,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5572310
IEEE_7_9,DOI:10.1109/ICCIT.2007.228,Software Reverse Engineering to Requirements,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4420580
IEEE_7_11,DOI:10.1002/9781394277131.ch2,"x86 Assembly: Data, Modes, Registers, and Memory Access",https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10649760.pdf&bkn=10649669&pdfType=chapter
IEEE_7_12,DOI:10.1109/ISORC.2010.23,Design and Performance Evaluation of Binary Code Packing for Protecting Embedded Software against Reverse Engineering,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5479571
IEEE_7_13,DOI:10.1109/VISSOFT.2013.6650541,Lightweight software reverse engineering using augmented matrix visualizations,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6650541
IEEE_7_14,DOI:10.1002/9781394277131.ch8,Compilers and Optimizers,https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10649771.pdf&bkn=10649669&pdfType=chapter
IEEE_7_15,DOI:10.1002/9781394277131.ch1,Decompilation and Architecture,https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10649756.pdf&bkn=10649669&pdfType=chapter
IEEE_7_16,ISSN:2643-7171,Collaborative Software Exploration with Multimedia Note Taking in Virtual Reality,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10556465
IEEE_7_17,DOI:10.1109/IHMSC.2009.235,Surface Reconstruction Based on Computer Stereo Vision Using Structured Light Projection,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5335946
IEEE_7_18,DOI:10.1109/CSMR.2013.59,Metric Attitude,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6498498
IEEE_7_19,DOI:10.1002/9781394277131.ch13,Advanced Defensive Techniques,https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10649759.pdf&bkn=10649669&pdfType=chapter
IEEE_7_20,DOI:10.1002/9781394277131.ch16,Advanced Techniques,https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10649762.pdf&bkn=10649669&pdfType=chapter
IEEE_7_21,DOI:10.1002/9781394277131.fmatter,Front Matter,https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10649768.pdf&bkn=10649669&pdfType=chapter
IEEE_7_22,DOI:10.1002/9781394277131.index,Index,https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10649774.pdf&bkn=10649669&pdfType=chapter
IEEE_7_23,DOI:10.1109/IC3.2015.7346680,Detection of design pattern using Graph Isomorphism and Normalized Cross Correlation,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7346680
IEEE_7_24,DOI:10.1109/ACIT57182.2022.9994158,A Code Transformation Approach To Enhance Code Cardinality Understanding,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9994158
IEEE_7_25,DOI:10.1109/ICCASM.2010.5622343,Research on recovering early aspects in aspect-oriented software reserve engineering,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5622343
IEEE_7_27,DOI:10.1109/WCRE.2011.30,An Exploratory Study of Software Reverse Engineering in a Security Context,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6079841
IEEE_7_28,DOI:10.1109/ICSM.2009.5306392,Abstracting the template instantiation relation in C++,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5306392
IEEE_7_30,DOI:10.1109/CMPSAC.2004.1342884,Supporting concept assignment in the comprehension of Web applications,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1342884
IEEE_7_31,DOI:10.1109/CSA.2009.5404235,Database Forensic Investigation Based on Table Relationship Analysis Techniques,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5404235
IEEE_7_32,DOI:10.1109/APCC.2012.6388211,A static and dynamic visual debugger for malware analysis,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6388211
